calls_last_24h,calls_last_7d,avg_duration_seconds,ratio_missed_calls,is_in_contacts,label
13,32,553,0.7483843496762314,0,0
1,76,533,0.9145486638485589,1,1
12,29,25,0.43402097270875883,1,0
13,32,138,0.25871164215544096,1,1
18,76,584,0.4344033190066098,1,1
6,25,118,0.723447817850001,1,0
2,21,542,0.009054161580370979,0,0
14,65,278,0.5894539894846972,1,0
13,37,171,0.6132916848873791,1,0
10,89,269,0.6376882468959355,1,1
14,45,111,0.2420220799808772,1,1
12,14,515,0.7140527233781268,1,0
17,97,580,0.0913914863317764,0,1
5,43,256,0.1992703364668008,0,1
2,48,546,0.8774700466544819,1,1
18,74,140,0.7387231507265664,0,0
14,60,362,0.013745554011345251,0,1
4,66,205,0.2483762603698002,1,0
9,5,391,0.21440648299316456,0,0
6,8,236,0.2708063280369726,1,1
16,5,485,0.2475597702798864,0,1
6,72,486,0.06252629574284574,0,0
11,94,274,0.45894051659682034,0,1
16,31,381,0.7327334747861651,1,1
12,40,495,0.6067317247174364,0,0
19,75,443,0.6728716685980798,0,0
3,7,220,0.08114917853623915,1,0
9,71,581,0.9514907101767872,1,0
2,49,386,0.8384918338430248,0,1
8,91,404,0.8050903184956627,1,1
12,61,459,0.8229838050417675,0,0
17,83,373,0.9327105081327614,0,0
14,61,466,0.5442539661136977,1,0
3,6,235,0.2002820178676259,1,1
14,74,140,0.6167836078525412,1,0
1,83,597,0.742881493667939,0,1
14,79,485,0.7379173933540254,1,0
7,3,286,0.5214490241668801,0,0
7,5,165,0.06845871933357806,1,0
16,57,227,0.3711129384301278,0,1
11,21,199,0.9207666084633573,1,1
18,25,426,0.584448909757426,0,1
9,2,555,0.5383319432557134,1,0
8,40,50,0.2688535143821935,0,1
4,59,316,0.3684489199165789,1,1
5,13,347,0.8953460891531693,1,0
19,74,323,0.6664630475268357,0,0
1,81,84,0.7873870267523329,1,1
12,11,288,0.45434542306765513,0,1
5,86,185,0.6302472194561579,0,1
4,11,282,0.24838360874320753,1,1
0,12,298,0.7054608302834863,0,0
5,24,281,0.4276013337033373,1,0
5,44,75,0.4425455148147456,1,0
15,18,492,0.6493223245768817,0,1
3,54,257,0.9362806214689267,1,1
10,99,165,0.06400634660862092,0,0
8,44,56,0.8247432373470076,0,0
2,7,463,0.2923831104121931,1,1
18,92,210,0.4439194545063778,1,1
7,52,133,0.021913328775008956,0,0
4,54,10,0.30104607783431303,0,0
3,31,200,0.5026312426301305,1,0
5,50,588,0.05617607734743901,1,1
1,43,525,0.49109572938316515,1,1
19,81,451,0.9271106288584273,1,1
10,69,152,0.10539321810780522,0,1
3,17,200,0.7644407280755043,1,1
14,82,542,0.40967105337599263,0,1
5,21,236,0.655173714524338,0,0
16,36,322,0.26023659798522936,1,0
5,95,311,0.1594922625413583,0,1
18,55,469,0.16046261427122643,1,0
1,58,410,0.07049194564314465,0,1
14,2,560,0.18564670490124302,1,0
10,27,402,0.6642193849889683,0,1
7,73,216,0.881690611843508,0,0
18,34,219,0.8141256855911618,1,0
12,60,124,0.6851343098744841,1,1
11,92,260,0.11043186341110267,0,1
4,53,228,0.28918744629594983,0,0
5,62,416,0.309806875322469,1,0
3,78,452,0.24995694639762123,0,1
18,96,363,0.5150056597097231,1,0
19,6,567,0.5355538148796726,0,1
0,75,559,0.3568859751711102,1,1
19,48,151,0.353789158736436,0,0
16,93,510,0.8285555979060814,1,1
11,84,556,0.7892928483196856,1,0
14,30,551,0.30779583168074565,0,0
0,57,516,0.9137884438732593,1,1
13,60,290,0.952815017002506,0,0
5,23,433,0.32674254203004083,1,1
4,19,279,0.35442494879305486,1,1
10,36,163,0.5056341534219588,1,1
3,3,92,0.9411208125336735,0,0
12,91,435,0.8763194331423115,1,1
10,19,284,0.1025679625835898,0,0
2,59,293,0.3927307432714162,1,1
0,23,182,0.5533711897497718,0,1
5,49,336,0.50313247255154,0,1
17,48,72,0.19386306793689267,0,0
9,50,82,0.8588167711681547,1,0
4,95,384,0.6769407829968374,0,1
9,35,517,0.8379083748518036,1,1
11,97,407,0.8587642793494722,0,0
1,99,129,0.7483558536657398,0,0
12,65,446,0.43921060124971734,0,0
7,78,474,0.6105467550154245,0,1
1,33,295,0.16036540611974315,1,0
19,35,274,0.6736454174749077,0,1
0,5,329,0.17925325573928075,0,0
4,38,385,0.6939495905101568,1,1
8,41,98,0.22959816075396866,0,1
16,57,212,0.11755130015021997,0,1
8,11,343,0.16528449014295743,0,0
10,2,231,0.001992135219070268,0,0
14,17,50,0.7187396178535302,1,0
5,39,77,0.7324010490583791,1,1
2,20,523,0.5149333499132595,0,1
16,14,136,0.1613628010553837,1,0
4,96,264,0.08355433751068975,1,1
11,98,25,0.01912896643728701,0,1
17,25,486,0.1657481769652207,1,1
13,7,71,0.8908555349831467,0,0
10,99,441,0.24153684170168177,1,1
8,93,277,0.35427132721721566,1,0
1,86,44,0.10534548448133318,1,0
11,41,585,0.22236130474817029,0,0
2,43,503,0.5192245707802051,1,0
2,13,571,0.6077526830956526,0,0
0,77,478,0.24535231416621106,0,1
7,1,334,0.05773215922511721,1,0
7,36,313,0.39103286912739865,0,0
10,68,285,0.23420337092633414,1,0
8,37,210,0.21955392322980194,0,1
4,40,454,0.9598628027134553,0,1
13,61,333,0.6163004859257241,1,1
2,59,44,0.5568784431720959,1,1
4,13,491,0.4157751035233219,1,0
4,88,489,0.42894433343014426,1,0
18,83,74,0.5409050038380808,0,1
13,1,17,0.6964298070361072,0,1
3,69,310,0.7021460961818294,0,1
12,16,352,0.17169390770544957,1,1
9,88,440,0.500112752076627,0,0
17,27,433,0.41195809503410197,1,1
7,65,341,0.8705269662693842,0,1
7,34,447,0.6314189212183764,1,1
6,4,597,0.5325040664159818,0,1
7,64,183,0.11539464217891737,0,1
13,39,568,0.6056378893234114,1,1
18,75,536,0.11720390568023342,0,1
5,55,35,0.33720657556575206,1,0
0,35,415,0.14284196481433187,0,0
14,44,241,0.6920736470243689,0,0
0,22,542,0.2062521138361526,1,0
16,46,559,0.391859373188026,1,0
0,30,514,0.8956747776187787,0,0
14,10,188,0.2043163833989703,0,1
1,9,141,0.5078050639587791,0,1
13,66,464,0.419271661166022,0,0
7,13,357,0.018124041045729733,0,1
7,79,549,0.7927581135728128,0,0
18,73,415,0.06904590631459973,1,1
6,92,85,0.4742550209769536,1,1
18,9,588,0.5606782949389499,1,1
5,75,501,0.6284264566145871,0,1
5,93,203,0.6886316293078756,0,1
2,0,171,0.2532723835227151,0,1
6,4,356,0.009978776658449373,1,0
18,19,370,0.723443662354912,1,0
7,7,593,0.5356565993475786,0,1
9,42,96,0.8361177032072488,0,0
19,75,271,0.8213883629006943,1,1
14,0,223,0.8433261677878832,1,0
14,56,582,0.48509465997954015,1,1
0,63,271,0.33362839583686565,0,0
19,83,292,0.79155820259137,0,1
6,27,476,0.45129411302925493,0,0
3,36,389,0.1834421964034345,1,1
5,46,371,0.8549740195614743,1,0
0,75,458,0.8825598767723473,0,1
4,36,450,0.4663097561401701,0,1
0,48,102,0.07569972730978747,1,1
3,43,433,0.38782608991693124,0,0
1,55,151,0.8035376594626034,1,0
9,27,300,0.9017740285462287,1,0
4,78,441,0.20347274249759584,0,1
9,5,58,0.06697361202527152,1,0
0,60,311,0.8773504531328387,0,1
5,19,199,0.3894049389788753,1,0
12,77,145,0.5417609642675633,1,0
14,1,564,0.9680658120507589,0,0
3,72,413,0.06656472791422285,1,0
12,36,350,0.6483180074520956,0,1
19,19,327,0.07410542257486707,0,0
14,25,372,0.3754689284665004,1,0
7,28,391,0.8038145451934468,0,1
4,0,242,0.4334722327556344,0,1
14,34,353,0.9971823539029504,0,0
3,69,558,0.5590592849466022,0,0
11,58,562,0.3211621526359535,0,1
12,68,538,0.22011132590475313,0,1
1,32,580,0.3505205342861618,1,1
18,50,192,0.3725332737595508,0,0
18,77,50,0.06871367772396098,1,0
3,11,560,0.36957419942677316,1,0
3,19,406,0.4642385197392249,0,1
10,52,503,0.7227377522388047,1,1
4,87,342,0.656729484721608,1,1
19,42,136,0.7087656552291542,0,0
10,97,567,0.008363681876857099,0,1
9,88,566,0.21766739958053605,0,0
7,49,10,0.6616842883998565,1,1
5,28,177,0.48398936817974714,1,0
5,56,28,0.005313475668345946,0,0
7,38,341,0.8044946424318223,0,1
14,94,593,0.7728095732903374,1,0
13,55,465,0.5484191629935626,1,1
10,42,118,0.06646332577627212,1,0
11,49,277,0.7665150495325846,1,1
12,22,454,0.583713587731364,0,1
7,43,249,0.7819599771579592,1,0
17,37,310,0.7517469923958404,1,1
0,83,112,0.8030020719578371,1,0
14,22,259,0.5180080664046248,1,1
7,44,462,0.140324518193515,0,1
10,51,529,0.6711574733796887,0,1
11,79,162,0.6204737850519706,1,1
11,49,183,0.7422531871990872,1,0
3,7,352,0.1698810060507353,0,1
15,84,440,0.19497519990028922,0,1
3,0,333,0.8904095172193285,1,0
4,7,429,0.7499777984520708,1,0
4,28,494,0.9082284887003229,0,0
7,95,421,0.7587153211639207,0,0
9,4,93,0.5971553059903019,0,0
16,85,122,0.6541327370278737,0,0
8,46,341,0.88912792394001,0,1
18,33,387,0.5788067545119405,0,0
13,64,50,0.6323913243283874,1,1
7,54,114,0.15647671600360058,0,0
8,89,211,0.4739212201161027,0,1
10,42,459,0.716397111958099,0,1
0,73,275,0.2709426983163654,0,1
13,29,219,0.20225418052453492,1,0
4,81,572,0.31382680822441555,1,0
13,16,127,0.24150062799283345,0,0
3,25,386,0.21491263703639585,1,0
0,7,560,0.42485084286808694,1,1
18,46,549,0.9078385138835341,1,0
7,75,93,0.5070596467387183,1,1
14,90,463,0.18792038081532303,1,1
14,71,523,0.07697166938087407,1,0
8,88,396,0.6961561451379252,0,0
8,45,359,0.38279876443638783,0,0
9,67,305,0.8218309465853593,0,1
19,32,267,0.6595107686407702,0,0
8,0,90,0.7962414505413685,0,1
2,18,277,0.27194603941844875,1,0
19,30,428,0.6923589224610581,0,1
10,79,244,0.2640619846937188,0,0
5,13,320,0.9390684794502916,1,0
1,52,366,0.6363742815333744,1,1
